## species	class	freq	bp	percent
dbip	DNA/Maverick::Polinton-1_DAn	201	140345.0	0.002414227865609949
dbip	LINE/I-Jockey::Jockey-5_DAn	75	49951.0	0.0008592617914074784
dbip	LTR/Copia::Copia-5_DAn-I	45	25668.0	0.0004415433457157446
dbip	LINE/I-Jockey::Jockey-10_DF	19	19523.0	0.0003358364788222098
dbip	LTR/Gypsy::Gypsy1-I_Dya	24	6397.0	0.00011004179455133309
dbip	LTR/Pao::BEL-5_DBp-LTR	32	1803.0	3.101537526591427e-05
dbip	LINE/I-Jockey::Outcast-1_DBi	165	55020.0	0.0009464592052859695
dbip	DNA/hAT-hobo::Homo11	36	4994.0	8.590725683747967e-05
dbip	DNA/CMC-EnSpm	132	48438.0	0.0008332350233668083
dbip	DNA/TcMar-Tc1::Mariner-4_DBp	68	26847.0	0.0004618246144004439
dbip	Chimera/buffer	1087	137276.0	0.002361434639491762
dbip	DNA/TcMar-Tc1::Mariner-3_DBp	36	11480.0	0.0001974800377441463
dbip	LINE/I::I-1_DBp	90	31094.0	0.0005348819071094499
dbip	DNA/hAT-Ac	74	17431.0	0.0002998496984249316
dbip	DNA/hAT-hATm	89	38104.0	0.0006554685852093163
dbip	DNA/TcMar-Tc1::Uhu_DAn	106	42459.0	0.0007303837040573787
dbip	LTR/Gypsy::Gypsy-7_DBp-LTR	11	894.0	1.5378671928855994e-05
dbip	LINE/R1::R1-1_DAn	61	34369.0	0.0005912187645669481
dbip	LTR/Gypsy::Gypsy-28_DBp-I	55	20309.0	0.0003493573246120094
dbip	DNA/CMC-Transib::Transib-1_DF	34	12924.0	0.00022231986130708597
dbip	LINE/I::I-6_DY	28	5616.0	9.66069592309343e-05
dbip	DNA/TcMar-Mariner	42	10948.0	0.0001883285237999054
dbip	LINE/I-Jockey::Jockey-1_DAn	56	19119.0	0.00032888683289462834
dbip	LTR/Gypsy::Gypsy-6_DEu-I	12	1450.0	2.494303612622057e-05
dbip	LTR/Gypsy::TRANSPAC_I-int	41	28874.0	0.0004966932586955123
dbip	LTR/Gypsy	156	8982.0	0.0001545092072315263
dbip	LINE/I-Jockey::Outcast-1_DBp	79	35233.0	0.0006060813736793996
dbip	LTR/Gypsy::Gypsy-1_DBi-LTR	15	1164.0	2.0023237276497066e-05
dbip	DNA/hAT-Ac::hAT-6_DRh	39	3476.0	5.979447832740876e-05
dbip	LTR/Pao::BEL-6_DBp-LTR	2	227.0	3.9048753107945306e-06
dbip	DNA/P	602	171497.0	0.0029501074941644476
dbip	DNA	45	4810.0	8.274207156353169e-05
dbip	LTR/Pao::BEL-1_DBp-LTR	2	161.0	2.769537114704491e-06
dbip	LINE/Jockey	34	21854.0	0.0003759345596568444
dbip	Simple_Repeat	18047	3646918.0	0.0627346258092166
dbip	Satellite	18604	4222947.0	0.07264353074490675
dere	Chimera/LTR/Pao	790	346958.0	0.016290003549021406
dere	LTR/Pao::ROOA_I-int	209	329210.0	0.015456718301273747
dere	Unknown	21931	4568515.0	0.2144960645489008
dere	LTR/Gypsy::GTWIN_LTR	233	62918.0	0.0029540591175223766
dere	Chimera/LTR/Gypsy	2766	978973.0	0.04596370063349492
dere	LTR/Gypsy::Gypsy_I-int	686	545197.0	0.02559751054858462
dere	LTR/Gypsy::GTWIN_I-int	283	77236.0	0.003626302647906136
dere	RC/Helitron::DNAREP1_DSim	4173	742837.0	0.03487689393628166
dere	Chimera/RC/Helitron	5504	852349.0	0.04001858505930068
dere	Unknown::REP-2_DTa	59	7627.0	0.00035809480417914053
dere	DNA/P::PROTOP_A	357	76565.0	0.003594798568503461
dere	DNA/P::PROTOP_B	577	79068.0	0.0037123167663349003
dere	LTR/Gypsy::Gypsy-2_DSim-LTR	55	13098.0	0.0006149633860152593
dere	LTR/Gypsy::Gypsy-2_DSim-I	43	18672.0	0.0008766679144660958
dere	LTR/Gypsy::Gypsy-8_DBi-I	138	64647.0	0.003035237289336423
dere	LTR/Gypsy::Gypsy-13_DSim-LTR	146	23660.0	0.0011108591932448492
dere	LTR/Pao::BEL-4_DEl-I	110	44802.0	0.0021034959245881547
dere	LTR/Gypsy::Gypsy-26_DYa-I	654	160969.0	0.007557645540043539
dere	LTR/Gypsy::Gypsy11-I_Dya	75	20826.0	0.0009778002349331036
dere	LTR/Gypsy::Gypsy1-LTR_DM	12	2322.0	0.00010902007805217836
dere	LTR/Gypsy::Gypsy-3_DSe-I	135	63767.0	0.002993920463890292
dere	LTR/Pao::ROO_I-int	71	23228.0	0.0010905763880258393
dere	LTR/Gypsy::Gypsy5-I_Dya	146	102064.0	0.004792000536743123
dere	LTR/Gypsy::Gypsy1-I_DM	513	323783.0	0.015201915560709933
dere	LTR/Gypsy::ZAM_I-int	65	37231.0	0.0017480303729374043
dere	LTR/Gypsy::Gypsy-4_DSim-I	821	446138.0	0.020946597580552433
dere	DNA/TcMar-Mariner::Mariner-14_DBp	536	412164.0	0.019351486412703723
dere	LTR/Gypsy::Invader3_I-int	69	28271.0	0.001327349968394976
dere	LTR/Gypsy::Gypsy-9_DRh-LTR	55	9849.0	0.00046241978843062216
dere	LINE/CR1::DMCR1A	1046	162482.0	0.0076286823092480815
dere	LINE/CR1::CR1-2_DF	67	5437.0	0.0002552722499438819
dere	LTR/Gypsy::Gypsy-22_DWil-I	105	6810.0	0.00031973588782744814
dere	DNA/TcMar-Tc1	48	16637.0	0.000781122755621917
dere	DNA/MULE-NOF::Rehavkus-1_DY	392	81389.0	0.003821289893449072
dere	LINE/CR1::CR1-2_DK	60	2931.0	0.00013761319929842151
dere	DNA/P::P-1_DY	355	48143.0	0.0022603590084694326
dere	Chimera/DNA/P	198	44226.0	0.002076452184296141
dere	DNA/P::PROTOP	123	24854.0	0.0011669186132251684
dere	DNA/TcMar-Tc1::TC1_DM	79	26045.0	0.0012228371803914666
dere	DNA/TcMar-Tc1::Mariner-12_DBp	49	10480.0	0.0004920458303130186
dere	LINE/I-Jockey::Jockey-1_DYa	68	20042.0	0.0009409906995356412
dere	LINE/I-Jockey::BS2	332	324039.0	0.015213935000839717
dere	LINE/I-Jockey::Jockey-1_DEr	139	184054.0	0.008641507943934382
dere	LINE/I-Jockey::Jockey-1_DF	66	16488.0	0.0007741270658588789
dere	Chimera/LINE/Jockey	111	136054.0	0.006387862919599946
dere	RC/Helitron::DNAREP1_DM	568	54721.0	0.0025692022786792646
dere	DNA/hAT-Ac	357	19922.0	0.0009353565869748051
dere	RC/Helitron::Helitron-N1_DEl	144	13711.0	0.0006437443110135304
dere	Chimera/LINE/R1	96	154972.0	0.007276080764815756
dere	LINE/I-Jockey::G4_DM	63	12134.0	0.0005697026817765427
dere	DNA/TcMar-Mariner::Mariner-1_Dro	85	25423.0	0.0011936336969511328
dere	LTR/Gypsy::DM176_I-int	229	95766.0	0.004496303529175243
dere	LTR/Gypsy::DM176_LTR	108	17565.0	0.0008246932260923828
dere	LINE/I::I-6_DY	51	20369.0	0.0009563436562639195
dere	LTR/Pao::BEL-4_DFi-I	470	85135.0	0.003997168107223172
dere	DNA/TcMar-Tc1::Mariner-9_DEl	36	11751.0	0.0005517204725198743
dere	LTR/Gypsy::DM412	215	65077.0	0.0030554261926794193
dere	LTR/Gypsy::Bica_I-int	43	14823.0	0.0006959537540772782
dere	LTR/Gypsy::IDEFIX_I-int	126	32191.0	0.0015113976453822885
dere	DNA/TcMar-Tc1::Mariner-19_DK	32	10538.0	0.0004947689847174228
dere	LTR/Gypsy::Gypsy-4_DBi-LTR	49	8756.0	0.00041110241318900677
dere	LTR/Gypsy::QUASIMODO_I-int	516	298688.0	0.014023681771425087
dere	Chimera/DNA/TcMar-Tc1	48	19694.0	0.0009246517731092165
dere	LTR/Pao::BEL-15_DEl-I	47	6247.0	0.0002933025097295255
dere	LTR/Gypsy::Gypsy-13_DSim-I	27	4390.0	0.000206114617850587
dere	LTR/Gypsy::Gypsy8_I-int	47	18729.0	0.0008793441179324929
dere	LTR/Gypsy::QUASIMODO_LTR	204	39076.0	0.0018346548535602592
dere	LINE/R1::R1-1_DEr	169	130871.0	0.0061445162079098335
dere	Unknown::REP-1_DTa	220	19980.0	0.0009380797413792092
dere	DNA/TcMar-Mariner::Mariner-1_DEr	150	30025.0	0.0014097019136591969
dere	LTR/Gypsy::Gypsy-2_DSe-I	43	7330.0	0.0003441503755910712
dere	LTR/Gypsy::Gypsy10_I-int	233	99759.0	0.004683778624637063
dere	LTR/Pao::BEL-1_DEre-I	91	76838.0	0.0036076161745793632
dere	DNA/TcMar-Tc1::BARI1	144	50824.0	0.0023862344732661126
dere	LTR/Gypsy::Gypsy10_LTR	69	17370.0	0.0008155377931810242
dere	LTR/Gypsy::Gypsy-11_DSim-I	41	7309.0	0.0003431644058929249
dere	LTR/Pao::BEL-8_DBp-I	35	18355.0	0.0008617844671178871
dere	LTR/Gypsy::Gypsy_6B	16	3465.0	0.00016268500019414213
dere	LTR/Gypsy::ROVER-I_DM	104	47232.0	0.0022175867039450855
dere	LTR/Gypsy::Gypsy-53_DEl-I	114	90992.0	0.00427215975112998
dere	LTR/Gypsy::Gypsy-13_DAn-I	280	169704.0	0.0079677619835344
dere	LTR/Gypsy::Gypsy4-I_Dya	60	11071.0	0.0005197938346751364
dere	LTR/Gypsy::Gypsy-5_DEr-LTR	139	155426.0	0.007297396490670919
dere	LTR/Gypsy::Gypsy20-I_Dya	44	17629.0	0.0008276980861248287
dere	LTR/Gypsy::Gypsy2_I-int	185	109231.0	0.005128497909439059
dere	LTR/Pao::BEL-3_DYa-I	70	22721.0	0.0010667722624563068
dere	LTR/Pao::BEL-6_DYa-I	42	2924.0	0.00013728454273237274
dere	LTR/Gypsy::ACCORD2_LTR	25	4529.0	0.00021264079823355548
dere	LTR/Gypsy::Gypsy6-I_Dya	44	9761.0	0.00045828810588600905
dere	LTR/Gypsy::Gypsy-31_DYa-I	136	30056.0	0.001411157392737413
dere	LTR/Gypsy::Gypsy3_I-int	129	28654.0	0.0013453321776516446
dere	LINE/I-Jockey::FW_DM	42	8576.0	0.00040265124434775266
dere	LTR/Gypsy::Gypsy15-I_Dpse	17	2120.0	9.953598857477094e-05
dere	LINE/I-Jockey::Jockey-1_DK	103	48595.0	0.002281580832448582
dere	LTR/Gypsy::Gypsy-20_DBp-I	26	6504.0	0.0003053689007973161
dere	LTR/Gypsy::Gypsy_LTR	51	8814.0	0.0004138255675934109
dere	LTR/Gypsy::DM297_I-int	108	35790.0	0.0016803740712693642
dere	LTR/Gypsy::ACCORD2_I-int	25	8346.0	0.0003918525286061501
dere	LTR/Gypsy::MDG1_I-int	86	17703.0	0.0008311724555373443
dere	LTR/Gypsy::Gypsy-20_DEl-I	13	1506.0	7.070811263849295e-05
dere	LINE/I-Jockey	196	86485.0	0.004060551873532578
dere	Chimera/LINE/I-Jockey	1046	119785.0	0.005624018109164593
dere	Chimera/LINE	57	11652.0	0.0005470723296571845
dere	LINE/I-Jockey::Jockey2	37	12929.0	0.0006070286774920819
dere	LINE/I::I-2_DEl	32	24421.0	0.0011465888570681515
dere	LINE/I-Jockey::BS	56	43983.0	0.002065043106360448
dere	LTR/Gypsy::Gypsy-12_DSim-I	76	13546.0	0.0006359974062423808
dere	LINE/I::I-3_DK	40	7504.0	0.00035231983880428354
dere	LTR/Gypsy::IDEFIX_LTR	23	1851.0	8.69061862508967e-05
dere	LINE/I-Jockey::G5A_DM	22	5328.0	0.0002501545977011224
dere	DNA/hAT-Tip100	114	7103.0	0.00033349251266348963
dere	Chimera/Unknown	659	978284.0	0.04593135143720812
dere	LTR/Gypsy::Gypsy-14_DAn-I	36	2225.0	0.00010446583706550252
dere	LTR/ERVK	39	3833.0	0.00017996294538070613
dere	LTR/Gypsy::Gypsy2_LTR	4	231.0	1.0845666679609476e-05
dere	LINE/I-Jockey::Jockey-3_DYa	8	2351.0	0.00011038165525438042
dere	Satellite	17518	3173653.0	0.14900598525862618
dere	Simple_Repeat	17532	2900922.0	0.13620100898504794
deug	LTR/Pao::ROO_I-int	2	504.0	0.054240206629358585
deug	Chimera/Unknown	2	1946.0	0.209427464485579
deug	LTR/Gypsy::Gypsy-13_DRh-I	2	4933.0	0.530886784330607
deug	Unknown	1	170.0	0.01829530779164873
deug	LTR/Gypsy::TABOR_DA-I	2	277.0	0.029810589754627637
deug	LTR/Gypsy::Gypsy-28_DBp-I	2	697.0	0.0750107619457598
deug	LTR/Gypsy::Gypsy-11_DBp-I	3	667.0	0.07178217821782178
deug	LTR/Gypsy::Gypsy-1_DBi-I	1	98.0	0.010546706844597502
dmau	LINE/R2::R2_DSe	83	122715.0	0.005384511798340061
dmau	Unknown	7179	4435206.0	0.194608801165861
dmau	Chimera/LTR/Copia	164	166333.0	0.007298390587567107
dmau	LTR/Copia::Copia-1_DSim-I	58	23094.0	0.001013322865752886
dmau	LINE/R1::R1-1_DSi	227	173798.0	0.007625941258427299
dmau	LINE/R1::DMRT1C	125	88582.0	0.0038868176190405357
dmau	Chimera/LTR/Pao	708	360522.0	0.015819051970510173
dmau	LTR/Pao::BATUMI_I-int	257	358207.0	0.015717473966084004
dmau	LTR/Gypsy::DM412B_LTR	5	642.0	2.8169796475853154e-05
dmau	LINE/I-Jockey::FW_DM	739	531991.0	0.023342800929884104
dmau	LINE/I-Jockey::DOC3_DM	172	27756.0	0.0012178829766102495
dmau	Chimera/LTR/Gypsy	2621	1603546.0	0.07036069230477947
dmau	LTR/Gypsy::BLOOD_I-int	74	25934.0	0.0011379369186990274
dmau	LTR/Gypsy::STALKER4_I-int	259	355790.0	0.015611420386516812
dmau	LTR/Gypsy::DM412	33	13916.0	0.0006106088594360942
dmau	LINE/I-Jockey::DOC2_DM	14	1443.0	6.331622478918396e-05
dmau	LTR/Gypsy::TABOR_LTR	57	16918.0	0.0007423311787826848
dmau	LTR/Gypsy::Gypsy5_I-int	34	10006.0	0.00043904514569686397
dmau	LTR/Gypsy::Gypsy-5_DSim-I	198	109387.0	0.0047997033132463375
dmau	LTR/Gypsy::Gypsy-26_DYa-I	186	40702.0	0.0017859299940189643
dmau	Chimera/LINE/R1	1459	263910.0	0.011579892504583186
dmau	LTR/Gypsy::Gypsy_I-int	388	305561.0	0.013407462898688731
dmau	LTR/Copia::Copia-2_DYa-I	43	30382.0	0.0013331070973977733
dmau	LTR/Pao::ROOA_LTR	85	12670.0	0.0005559366376153574
dmau	LTR/Pao::ROOA_I-int	71	40557.0	0.001779567656808686
dmau	LTR/Pao::ROO_I-int	214	424435.0	0.0186234385782379
dmau	LTR/Pao::BEL_I-int	51	32151.0	0.0014107276113631694
dmau	DNA/P::PROTOP	553	241989.0	0.01061803875295207
dmau	LTR/Gypsy::DMTOM1_LTR	98	15819.0	0.0006941090505475406
dmau	DNA/P::PROTOP_A	283	71167.0	0.0031226789809922764
dmau	LTR/Gypsy::Gypsy12_LTR	66	16947.0	0.0007436036462247405
dmau	LINE/I-Jockey::BS2	296	336765.0	0.014776637866340633
dmau	LTR/Gypsy::Gypsy-8_DSe-I	106	79042.0	0.003468219708791877
dmau	Chimera/DNA/P	478	119854.0	0.005258976303453121
dmau	LTR/Gypsy::BURDOCK_I-int	359	295899.0	0.012983511849545907
dmau	LTR/Pao::MAX_I-int	52	10308.0	0.0004522963583693058
dmau	LINE/I-Jockey::Jockey	172	101980.0	0.0044746975772702565
dmau	LINE/I-Jockey::G2_DM	183	247538.0	0.010861518816261274
dmau	LINE/I-Jockey::Jockey-5_DYa	152	71823.0	0.0031514630720953286
dmau	RC/Helitron::DNAREP1_DM	3317	449083.0	0.01970494814760991
dmau	Chimera/RC/Helitron	3371	580964.0	0.025491647414014877
dmau	LINE/CR1::DMCR1A	751	450311.0	0.01975883056205282
dmau	Unknown::DMRP1	76	10618.0	0.00046589859654300436
dmau	LTR/Gypsy::DM297_LTR	99	23897.0	0.0010485570504415308
dmau	LTR/Gypsy::Gypsy-6_DSim-I	440	296698.0	0.013018570521483924
dmau	LTR/Pao::BEL-6_DYa-I	391	212163.0	0.00930932792789164
dmau	LTR/Gypsy::DM297_I-int	169	55356.0	0.0024289209559459923
dmau	LTR/Gypsy::MICROPIA_I-int	229	182560.0	0.008010401938678741
dmau	LTR/Gypsy::Gypsy-2_DSim-LTR	64	19507.0	0.0008559318066268963
dmau	Chimera/DNA/PIF-Harbinger	58	11359.0	0.0004984123335969096
dmau	DNA/P::PROTOP_B	201	113135.0	0.004964158760585119
dmau	LTR/Gypsy::ACCORD2_LTR	48	8110.0	0.00035585210189901725
dmau	LTR/Copia::DM1731_I-int	64	57698.0	0.002531683671438902
dmau	LTR/Gypsy::Gypsy-7_DSe-I	11	4699.0	0.00020618360380067596
dmau	LTR/Gypsy::HMSBEAGLE_I-int	254	155716.0	0.00683253586921176
dmau	LTR/Gypsy::Gypsy-11_DSim-I	153	47269.0	0.0020740780523630883
dmau	LTR/Gypsy::Gypsy10_I-int	40	26244.0	0.001151539156872726
dmau	LTR/Gypsy::Gypsy-1_DSe-I	53	18090.0	0.0007937564147167968
dmau	Chimera/Unknown	184	152687.0	0.006699628838798427
dmau	LINE/I::I_DM	218	223599.0	0.009811118881938145
dmau	LTR/Gypsy::Gypsy-1_DSim-I	491	328866.0	0.014430044062037264
dmau	Chimera/LINE/Jockey	263	265616.0	0.011654748692726185
dmau	LTR/Gypsy::ZAM_I-int	34	5691.0	0.00024971076595651137
dmau	LINE/R1::DMRT1B	290	190930.0	0.008377662369368603
dmau	DNA/CMC-Transib::TRANSIB2	188	40981.0	0.0017981720083752929
dmau	DNA/CMC-Transib::TRANSIB1	151	59007.0	0.002589120219082036
dmau	LTR/Gypsy::Invader3_I-int	73	22496.0	0.0009870837095339448
dmau	DNA/TcMar-Tc1::FB4_DM	224	60396.0	0.002650067021737737
dmau	DNA/TcMar-Tc1::Mariner-1_DSim	95	43059.0	0.0018893508823267305
dmau	LTR/Gypsy::QUASIMODO2-LTR_DM	51	13788.0	0.0006049924514159865
dmau	LTR/Gypsy::Gypsy-8_DSim-I	52	10498.0	0.0004606332140241533
dmau	LTR/Pao::BEL-2_DSe-I	128	72712.0	0.0031904707809224837
dmau	LTR/Pao::NINJA_LTR	39	8963.0	0.00039328019597051686
dmau	LTR/Gypsy::Chimpo_LTR	27	4843.0	0.00021250206282329723
dmau	LINE/R1-LOA::Baggins1	564	334475.0	0.014676156816605893
dmau	LTR/Gypsy::Gypsy-2_DSe-I	25	13332.0	0.0005849839978443524
dmau	LINE/I-Jockey::DOC5_DM	48	8915.0	0.00039117404296297643
dmau	LINE/I-Jockey::DOC6_DM	32	84016.0	0.003686469814198253
dmau	LTR/Gypsy::Gypsy-6_DSe-I	62	26566.0	0.0011656679332983097
dmau	LTR/Gypsy::Invader2_I-int	196	140433.0	0.0061619455272484205
dmau	LTR/Gypsy::Gypsy-1_DSim-LTR	59	14762.0	0.0006477298061939941
dmau	LINE/R1::R1_DSi	290	519491.0	0.022794323584170453
dmau	LTR/Pao::BEL-3_DPer-I	36	7396.0	0.0003245230759118535
dmau	Chimera/DNA	63	8628.0	0.00037858100310539096
dmau	DNA::DNA3-1_DF	52	7185.0	0.000315264778316207
dmau	DNA/MULE-NOF::MuDR-1_DK	124	75617.0	0.003317936916066336
dmau	LTR/Gypsy::Gypsy-13_DSim-LTR	78	11422.0	0.0005011766594193064
dmau	DNA/TcMar-Tc1::BARI1	159	15784.0	0.0006925733139795423
dmau	LTR/Pao::DIVER_I-int	17	4807.0	0.0002109224480676419
dmau	LTR/Gypsy::Gypsy-5_DKi-I	14	2569.0	0.0001127230640910697
dmau	DNA/TcMar-Tc1::TC1-2_DM	40	11899.0	0.0005221065549317394
dmau	LTR/Gypsy::Gypsy_LTR	44	10704.0	0.00046967212068151423
dmau	LINE/I-Jockey::G5_DM	191	117445.0	0.005153273749387186
dmau	LINE/I-Jockey::Helena_Ds	46	5652.0	0.00024799951663788476
dmau	LINE/I-Jockey::Jockey-10_DF	51	30710.0	0.0013474991429492996
dmau	LTR/Gypsy::ACCORD_I-int	67	17318.0	0.0007598824538455216
dmau	LTR/Gypsy	45	29953.0	0.0013142833548928808
dmau	DNA/TcMar-Tc1::Mariner-15_DK	67	19639.0	0.0008617237273976325
dmau	LTR/Pao::NINJA_I-int	58	43299.0	0.0018998816473644324
dmau	LTR/Pao::BEL_LTR	34	3002.0	0.0001317223193465906
dmau	DNA/TcMar-Tc1::BARI_DM	11	11247.0	0.0004934979765793153
dmau	LTR/Gypsy::Invader6_I-int	44	5919.0	0.00025971499274232837
dmau	RC/Helitron::DNAREP1_DSim	128	8796.0	0.00038595253863178247
dmau	LTR/Gypsy::Gypsy-13_DSim-I	124	94071.0	0.0041276649910903145
dmau	LTR/Gypsy::Gypsy8_I-int	126	64622.0	0.002835496242776608
dmau	DNA/CMC-Transib::M4DM	65	51024.0	0.002238840647015469
dmau	RC/Helitron::Helitron-N2_DT	141	10785.0	0.0004732262538817387
dmau	DNA/hAT-Ac::Hoana5	36	4515.0	0.000198110017271771
dmau	DNA/TcMar-Tc1::Mariner2_DM	24	5716.0	0.00025080772064793865
dmau	DNA/TcMar-Mariner::Mariner_DMA	26	27409.0	0.0012026572454932384
dmau	Chimera/LINE/I-Jockey	1349	1189430.0	0.0521900327449751
dmau	DNA/hAT-Ac	324	20089.0	0.000881468911843324
dmau	LTR/Gypsy::CIRCE	31	26037.0	0.001142456372027708
dmau	LTR/Gypsy::ACCORD2_I-int	28	1803.0	7.911237234573713e-05
dmau	SINE?	35	2684.0	0.0001177690556716353
dmau	LTR/Gypsy::Stalker2_I-int	54	22560.0	0.0009898919135439986
dmau	LTR/Gypsy::Gypsy-9_DSim-I	21	9837.0	0.0004316297319828154
dmau	LTR/Gypsy::ACCORD_LTR	20	6985.0	0.00030648914078478857
dmau	LTR/Gypsy::Gypsy-26_DYa-LTR	32	2563.0	0.00011245979496512715
dmau	LTR/Gypsy::DMLTR5	14	3812.0	0.00016726365134883523
dmau	LTR/Gypsy::Bica_I-int	10	5825.0	0.00025559044310256173
dmau	LINE/I::IVK_DM	35	33863.0	0.001485847068632111
dmau	LTR/Gypsy::STALKER4_LTR	11	3927.0	0.00017230964292940082
dmau	LTR/Gypsy::BLOOD_LTR	20	4305.0	0.00018889559786378166
dmau	Simple_Repeat	11315	2099377.0	0.09211685796898313
dmau	Satellite	11232	2095253.0	0.09193590432308528
dmel	LINE/I-Jockey::TAHRE	152	19529.0	0.0009548601349194048
dmel	LINE/I-Jockey::HETA	60	6679.0	0.00032656617548910364
dmel	Chimera/LINE/Jockey	767	389837.0	0.019060874106025704
dmel	Unknown	3724	1234275.0	0.060349223873605834
dmel	LTR/Gypsy::IDEFIX_LTR	141	37924.0	0.0018542739390999799
dmel	Chimera/RC/Helitron	2172	349878.0	0.01710709991731945
dmel	RC/Helitron::DNAREP1_DM	1474	193735.0	0.009472570445932249
dmel	LINE/I-Jockey::Jockey	290	146284.0	0.007152478876365928
dmel	LINE/I-Jockey::BS2	256	129107.0	0.006312618538534466
dmel	RC/Helitron::DNAREP1_DSim	1590	220819.0	0.01079682831341943
dmel	LINE/I::I_DM	292	198746.0	0.00971758064287429
dmel	DNA/hAT-hobo::HOBO	218	64196.0	0.0031388294956877522
dmel	LTR/Gypsy::BLOOD_LTR	126	17971.0	0.0008786825482429528
dmel	LTR/Gypsy::BLOOD_I-int	610	212466.0	0.010388412792553958
dmel	LTR/Gypsy::STALKER4_I-int	1226	767228.0	0.037513207619127714
dmel	LTR/Gypsy::DM412	426	201373.0	0.009846026419638759
dmel	LTR/Gypsy::MDG1_I-int	324	112516.0	0.005501410361031888
dmel	LTR/Gypsy::DM412B_LTR	189	33085.0	0.0016176735912647093
dmel	LINE/I-Jockey::TART_DV	800	99533.0	0.0048666134368853045
dmel	LTR/Pao::ROO_I-int	1156	1394704.0	0.0681933150500606
dmel	Chimera/LINE/I-Jockey	1137	527218.0	0.025778045502173115
dmel	Chimera/LTR/Gypsy	4014	2501082.0	0.12228908269570868
dmel	Chimera/LINE/R1	862	252594.0	0.012350450146952335
dmel	LINE/I-Jockey::FW_DM	1124	573333.0	0.028032814057747303
dmel	LINE/I-Jockey::DOC	686	570757.0	0.027906861899031937
dmel	LTR/Gypsy::Invader2_I-int	836	244624.0	0.011960761208690895
dmel	LTR/Gypsy::DM297_I-int	541	309572.0	0.015136359346984997
dmel	LTR/Gypsy::MDG3_I-int	20	8233.0	0.00040254818427935173
dmel	LINE/CR1::DMCR1A	1412	694062.0	0.03393579471362752
dmel	Chimera/LTR/Copia	477	280242.0	0.013702284496394277
dmel	LTR/Copia::Copia_I-int	174	184152.0	0.009004014725059052
dmel	LTR/Gypsy::Gypsy-9_DSim-LTR	45	10316.0	0.0005043953685200768
dmel	LTR/Gypsy::DM297_LTR	347	63935.0	0.003126068038612942
dmel	LTR/Gypsy::DM176_LTR	90	8726.0	0.00042665315875399284
dmel	LTR/Gypsy::IDEFIX_I-int	787	417200.0	0.020398773531075616
dmel	LTR/Gypsy::DM176_I-int	574	193071.0	0.009440104516822388
dmel	LINE/R1::R1_DM	804	726362.0	0.0355150861447247
dmel	DNA/TcMar-Pogo::POGO	66	30719.0	0.0015019892715750522
dmel	DNA/TcMar-Pogo::POGON1	51	4608.0	0.0002253057249069905
dmel	LTR/Gypsy::MDG1_LTR	99	32291.0	0.0015788513808532184
dmel	Chimera/DNA/CMC-EnSpm	145	19550.0	0.0009558869188219757
dmel	LTR/Gypsy::Gypsy1-LTR_DM	51	3544.0	0.00017328200717673054
dmel	LTR/Gypsy::Gypsy1-I_DM	376	327552.0	0.016015481945471907
dmel	Unknown::DMRP1	60	9286.0	0.00045403406282255073
dmel	LTR/Gypsy::BURDOCK_I-int	32	4240.0	0.00020731255937622389
dmel	LTR/Gypsy::BURDOCK_LTR	26	2220.0	0.00010854572684321157
dmel	LINE/I-Jockey::Jockey2	76	12867.0	0.0006291251654466681
dmel	DNA/TcMar-Tc1::S_DM	222	130533.0	0.006382342054966187
dmel	LTR/Gypsy::Gypsy_6B	313	166279.0	0.008130123835028097
dmel	Chimera/LTR/Pao	1080	871463.0	0.0426097228612458
dmel	LTR/Gypsy::TIRANT_I-int	282	229797.0	0.011235802879004273
dmel	LTR/Gypsy::Gypsy-6_DSim-I	364	65780.0	0.0032162783386245303
dmel	LTR/Gypsy::HMSBEAGLE_I-int	166	110836.0	0.005419267648826215
dmel	LINE/I-Jockey::BS	115	88942.0	0.004348772088688704
dmel	LINE/R1::DMRT1B	1242	221997.0	0.010854426000906503
dmel	LINE/R1::DMRT1A	420	120364.0	0.005885134173764107
dmel	DNA/TcMar-Tc1::FB4_DM	345	83181.0	0.004067091038083415
dmel	RC/Helitron::DNAREP1_DYak	597	94977.0	0.004643850224498966
dmel	Chimera/LINE/LOA	243	181395.0	0.008869212666992955
dmel	LTR/Gypsy::Invader3_I-int	28	9380.0	0.0004586301431483444
dmel	LTR/Gypsy::STALKER4_LTR	244	67355.0	0.003293287131317349
dmel	DNA/P::PROTOP_A	1324	506508.0	0.024765440996351983
dmel	LINE/I-Jockey::G_DM	705	120897.0	0.0059111949271007875
dmel	LINE/I-Jockey::G5A_DM	184	69748.0	0.003410291601738883
dmel	LINE/I-Jockey::G2_DM	46	8723.0	0.0004265064753393399
dmel	DNA/TcMar-Tc1::TC1-2_DM	72	34736.0	0.001698398363795404
dmel	LTR/Gypsy::ROVER-LTR_DM	158	15968.0	0.0007807469217263073
dmel	LTR/Gypsy::Gypsy-6_DSim-LTR	83	10367.0	0.0005068889865691776
dmel	LTR/Gypsy::ROVER-I_DM	75	38974.0	0.0019056131342285259
dmel	LTR/Copia::Copia2_I-int	56	15584.0	0.0007619714446507248
dmel	LTR/Gypsy::Invader1_LTR	110	35769.0	0.001748906352907583
dmel	LTR/Gypsy::Gypsy-26_DYa-LTR	27	2550.0	0.0001246809024550403
